237.69,244.67,238.66,246.72
246.27,245.16,238.05,238.47
226.27,231.70,225.66,238.44
245.73,250.13,243.88,237.73
227.84,239.21,225.16,232.60
249.60,242.17,240.70,238.09
255.18,249.08,247.64,247.77
259.62,261.44,254.55,257.93
250.84,251.93,248.88,257.82
255.42,255.85,246.15,252.60
260.64,265.51,261.27,256.15
252.84,250.10,245.89,249.02
263.72,264.71,257.81,255.54
255.18,261.90,257.52,266.13
252.40,257.20,246.80,247.32
251.20,252.83,224.97,245.67
245.68,256.00,269.46,259.45
275.00,267.88,253.03,250.55
262.26,268.54,271.96,276.38
264.56,270.91,272.13,273.94
265.68,270.33,272.75,277.08
267.36,268.79,259.72,261.17
261.92,269.90,265.72,263.48
270.83,270.65,260.81,263.43
271.03,275.38,273.21,271.41
273.40,276.96,273.75,272.44
279.41,282.94,279.44,279.72
274.91,278.49,273.95,276.85
270.65,273.14,268.46,271.56
278.88,285.09,276.88,273.98
297.20,301.66,297.44,300.14
292.79,294.77,290.37,293.77
276.46,291.62,278.08,291.18
273.88,284.20,275.64,284.18
273.95,281.60,274.53,280.94
279.47,283.57,278.43,283.05
295.31,288.80,281.74,279.03
284.74,285.45,283.41,285.38
285.10,288.35,285.23,285.83
284.83,284.94,280.00,282.24
277.60,282.91,300.51,288.03
279.26,281.70,277.83,282.09
280.53,279.86,279.38,278.05
282.71,283.97,278.69,280.41
279.60,286.26,278.01,280.51
271.82,277.43,268.99,275.50
283.22,277.35,271.13,269.33
277.10,280.92,276.25,275.59
279.04,281.49,277.74,276.83
282.44,284.49,280.15,282.26
279.98,286.95,280.39,281.82
276.75,285.45,278.66,281.64
285.63,289.15,284.00,282.21
297.35,299.12,277.87,291.44
290.43,298.09,275.40,292.24
275.60,284.33,274.08,284.81
280.37,282.59,276.16,278.83
280.49,283.00,281.64,286.47
272.65,274.06,263.33,266.85
264.83,271.28,265.26,271.47
268.11,269.05,265.16,267.02
263.31,270.59,264.39,267.40
260.48,259.49,259.26,261.18
261.84,264.12,258.64,259.48
262.43,261.63,257.30,262.05
269.41,273.17,269.50,267.25
274.98,273.39,266.04,268.33
277.15,275.31,270.38,272.18
265.86,269.27,268.19,268.35
264.37,269.76,266.42,269.58
272.21,269.88,268.53,265.60
264.88,271.41,264.50,271.18
263.55,264.10,262.37,261.49
263.72,265.76,261.87,263.12
264.10,264.41,260.97,262.15
268.94,271.42,266.04,268.85
262.70,270.35,263.12,267.28
263.59,264.41,259.35,263.68
267.87,266.65,260.90,261.44
259.84,270.27,261.37,267.92
270.77,268.72,264.36,262.32
262.15,268.95,265.49,272.51
268.61,268.14,260.92,263.01
269.19,268.24,259.79,265.06
268.02,273.13,269.00,273.93
265.94,269.54,262.63,269.11
269.72,274.28,265.11,270.53
284.61,289.19,271.67,276.49
290.48,290.69,283.32,290.22
293.16,291.48,288.09,287.84
287.13,296.32,287.57,296.30
301.61,297.24,288.81,285.12
288.48,298.20,290.81,297.42
287.02,291.47,284.14,292.26
307.14,306.04,311.53,310.56
304.49,304.24,298.92,304.73
298.29,303.64,296.46,305.18
314.10,308.73,302.24,297.63
317.81,313.33,302.92,299.20
313.08,313.73,317.17,318.67
