34.54,35.48,34.98,35.69
34.47,35.23,34.22,34.37
32.66,34.48,32.94,35.19
36.46,36.43,36.48,35.47
31.19,34.01,30.92,33.98
35.85,34.74,34.44,33.31
36.73,37.43,36.21,36.99
37.80,38.23,36.99,37.56
36.06,36.26,35.02,36.58
36.52,36.68,35.90,36.20
38.75,39.07,37.61,37.56
38.33,37.50,37.65,36.79
33.91,36.21,33.66,36.01
34.49,35.59,34.90,35.78
34.25,34.96,32.50,34.23
37.71,38.56,24.76,36.66
36.03,36.86,42.60,37.96
37.44,37.60,43.75,38.35
37.83,38.92,38.43,39.15
39.88,39.39,38.43,37.68
36.68,38.49,37.57,39.46
37.64,36.86,35.83,36.37
38.21,37.41,36.42,36.43
39.62,39.31,38.04,37.75
38.17,38.87,45.21,40.08
36.78,38.09,43.67,39.46
35.58,36.40,34.99,36.41
34.04,34.04,32.88,32.85
35.37,34.48,34.47,34.26
35.59,34.95,34.87,34.31
34.71,35.27,35.21,35.78
34.48,35.08,34.70,35.29
34.77,35.15,34.84,34.68
34.63,33.87,33.74,33.61
35.90,35.29,35.50,34.93
33.45,34.42,34.15,35.36
34.08,34.51,33.75,34.11
33.90,34.37,33.95,34.31
33.44,34.13,33.63,34.16
33.36,34.06,33.08,33.90
33.69,33.84,33.59,33.55
34.02,34.39,33.86,33.74
33.37,32.48,33.02,32.16
32.79,32.21,32.58,31.95
32.87,32.98,39.39,33.77
32.68,33.01,32.47,32.89
32.02,32.49,31.84,32.98
31.28,32.09,31.28,32.46
31.53,31.90,31.17,31.54
32.63,32.03,31.96,31.74
30.74,31.57,30.35,31.39
30.63,31.36,30.24,31.44
32.09,32.00,31.36,32.02
32.77,32.85,33.04,32.77
31.49,31.90,31.56,32.06
31.96,32.21,31.87,32.03
31.18,32.14,31.11,31.77
30.64,31.37,30.42,31.04
29.92,31.32,29.90,31.02
29.79,29.92,29.70,30.15
29.06,29.91,28.95,29.64
30.27,30.44,30.46,30.23
28.80,29.74,29.02,29.88
28.43,28.69,28.36,28.61
27.48,28.65,27.40,28.48
28.44,28.57,28.40,28.47
28.82,28.75,27.65,27.64
29.03,28.73,28.59,28.44
29.09,29.01,28.43,28.30
28.93,28.92,28.84,28.80
29.14,29.29,28.67,29.12
29.18,29.27,29.29,29.54
27.75,28.51,27.07,28.19
28.09,28.52,27.42,27.87
27.44,27.79,26.89,27.44
27.60,27.94,27.62,27.78
27.85,28.32,27.61,27.44
27.06,27.73,27.06,27.68
28.69,28.68,27.47,26.95
27.66,28.86,28.18,29.49
28.09,27.49,27.48,27.50
27.26,28.26,27.74,28.84
28.22,28.84,26.88,27.28
29.83,29.83,29.59,29.50
29.82,30.81,28.62,30.92
29.29,30.98,29.38,29.14
28.44,27.96,28.26,28.60
29.05,28.36,27.82,27.84
31.05,31.30,31.04,31.20
31.11,31.11,30.26,30.77
30.17,31.06,29.93,31.24
30.50,29.72,29.21,28.12
29.90,29.90,30.31,30.42
29.38,30.20,28.45,30.27
30.07,29.80,29.82,29.26
30.59,30.26,30.11,29.60
30.56,30.75,30.16,30.62
30.46,30.29,29.86,29.88
30.83,30.75,30.11,29.94
31.03,31.26,30.71,30.68
